446; Bishopric of Münster;NULL
447;Prince-Bishopric of Münster;http://en.wikipedia.org/wiki/Prince-Bishopric_of_M%C3%BCnster
448;New England Confederation;http://en.wikipedia.org/wiki/New_England_Confederation
449;Narragansett;NULL
450; Denmark-Norway;NULL
451; Covenanter rebels;NULL
452; Royal army;NULL
453; Government army;NULL
454;Franconia;http://en.wikipedia.org/wiki/Franconia
455;Kingdom of Hungary (1526–1867);http://en.wikipedia.org/wiki/Kingdom_of_Hungary_(1526%E2%80%931867)
456;Swabia;http://en.wikipedia.org/wiki/Swabia
457;James II of England;http://en.wikipedia.org/wiki/James_II_of_England
458;James Scott, 1st Duke of Monmouth;http://en.wikipedia.org/wiki/James_Scott,_1st_Duke_of_Monmouth
459;Jacobitism;http://en.wikipedia.org/wiki/Jacobitism
460;• Guru Gobind Singh's disciples (;NULL
461;Pir (Sufism);http://en.wikipedia.org/wiki/Pir_(Sufism)
462;Udasi;http://en.wikipedia.org/wiki/Udasi
463;Kahlur;http://en.wikipedia.org/wiki/Kahlur
464;Fateh Shah;http://en.wikipedia.org/wiki/Fateh_Shah
465;Katoch;http://en.wikipedia.org/wiki/Katoch
466;• ;NULL
467;Jaswal;http://en.wikipedia.org/wiki/Jaswal
468;Williamite;http://en.wikipedia.org/wiki/Williamite
469;Williamite forces - Irish, Dutch, English, Scottish, Danish and French Huguenot troops [1];NULL
470;Canada (New France);http://en.wikipedia.org/wiki/Canada_(New_France)
471;Holy League (1684);http://en.wikipedia.org/wiki/Holy_League_(1684)
472;Philip V of Spain;http://en.wikipedia.org/wiki/Philip_V_of_Spain
473;Russia;http://en.wikipedia.org/wiki/Russia
474;Charles VI, Holy Roman Emperor;http://en.wikipedia.org/wiki/Charles_VI,_Holy_Roman_Emperor
475;Kingdom of Prussia;http://en.wikipedia.org/wiki/Kingdom_of_Prussia
476;Kingdom of Great Britain;http://en.wikipedia.org/wiki/Kingdom_of_Great_Britain
477;Cossack Hetmanate;http://en.wikipedia.org/wiki/Cossack_Hetmanate
478;New England;http://en.wikipedia.org/wiki/New_England
479;British people;http://en.wikipedia.org/wiki/British_people
480;Wabanaki Confederacy;http://en.wikipedia.org/wiki/Wabanaki_Confederacy
481;Military history of the Acadians;http://en.wikipedia.org/wiki/Military_history_of_the_Acadians
482;Swedish Navy;http://en.wikipedia.org/wiki/Swedish_Navy
483;Imperial Russian Navy;http://en.wikipedia.org/wiki/Imperial_Russian_Navy
484;British Government forces;NULL
485;Qing dynasty;http://en.wikipedia.org/wiki/Qing_dynasty
486;Dzungar Khanate;http://en.wikipedia.org/wiki/Dzungar_Khanate
487;Peshwa;http://en.wikipedia.org/wiki/Peshwa
488;Nizam of Hyderabad;http://en.wikipedia.org/wiki/Nizam_of_Hyderabad
489; Safavid Loyalists;NULL
490; Hotaki dynasty;NULL
491;Austrian Empire;http://en.wikipedia.org/wiki/Austrian_Empire
492;Travancore;http://en.wikipedia.org/wiki/Travancore
493;Electorate of Brunswick-Lüneburg;http://en.wikipedia.org/wiki/Electorate_of_Brunswick-L%C3%BCneburg
494;Kingdom of Sardinia;NULL
495;Ojibwe;http://en.wikipedia.org/wiki/Ojibwe
496;Mdewakanton;http://en.wikipedia.org/wiki/Mdewakanton
497;New France;http://en.wikipedia.org/wiki/New_France
498;French-allied natives (;NULL
499;British America;http://en.wikipedia.org/wiki/British_America
500;Landgraviate of Hesse-Kassel;http://en.wikipedia.org/wiki/Landgraviate_of_Hesse-Kassel
501; British East India Company;NULL
502;French East India Company;http://en.wikipedia.org/wiki/French_East_India_Company
503;Austria;http://en.wikipedia.org/wiki/Austria
504;Iroquois;http://en.wikipedia.org/wiki/Iroquois
505;Durrani Empire;http://en.wikipedia.org/wiki/Durrani_Empire
506;Maratha Empire;http://en.wikipedia.org/wiki/Maratha_Empire
507;Ohio Country;http://en.wikipedia.org/wiki/Ohio_Country
508;Corsican Republic;http://en.wikipedia.org/wiki/Corsican_Republic
509;Greeks;http://en.wikipedia.org/wiki/Greeks
510;North Carolina provincial militia;NULL
511;North Carolina Regulators;NULL
512;Shawnee;http://en.wikipedia.org/wiki/Shawnee
513;Virginia;http://en.wikipedia.org/wiki/Virginia
514;Massachusetts Bay;http://en.wikipedia.org/wiki/Massachusetts_Bay
515;Green Mountain Boys;http://en.wikipedia.org/wiki/Green_Mountain_Boys
516;Connecticut Colony;http://en.wikipedia.org/wiki/Connecticut_Colony
517;Province of Massachusetts Bay;http://en.wikipedia.org/wiki/Province_of_Massachusetts_Bay
518;Province of North Carolina;http://en.wikipedia.org/wiki/Province_of_North_Carolina
519;Thirteen Colonies;http://en.wikipedia.org/wiki/Thirteen_Colonies
520;1st Canadian Regiment;http://en.wikipedia.org/wiki/1st_Canadian_Regiment
521;Province of Georgia;http://en.wikipedia.org/wiki/Province_of_Georgia
522;Province of South Carolina;http://en.wikipedia.org/wiki/Province_of_South_Carolina
523;Province of Quebec (1763–91);http://en.wikipedia.org/wiki/Province_of_Quebec_(1763%E2%80%9391)
524;Wyandot people;http://en.wikipedia.org/wiki/Wyandot_people
525;Nipissing First Nation;http://en.wikipedia.org/wiki/Nipissing_First_Nation
526;Vermont Republic;http://en.wikipedia.org/wiki/Vermont_Republic
527;2nd Canadian Regiment;http://en.wikipedia.org/wiki/2nd_Canadian_Regiment
528;Apache;http://en.wikipedia.org/wiki/Apache
529;Indigenous peoples of the Americas;http://en.wikipedia.org/wiki/Indigenous_peoples_of_the_Americas
530;Waldeck (state);http://en.wikipedia.org/wiki/Waldeck_(state)
531; Sultanate of Mysore;NULL
532;Hesse;http://en.wikipedia.org/wiki/Hesse
533;Loyalist (American Revolution);http://en.wikipedia.org/wiki/Loyalist_(American_Revolution)
534;Kentucky militia;NULL
535;Navajo people;http://en.wikipedia.org/wiki/Navajo_people
536;Brabant Revolution;http://en.wikipedia.org/wiki/Brabant_Revolution
537;Hawaii (island);http://en.wikipedia.org/wiki/Hawaii_(island)
538;Maui;NULL
539;United States;NULL
540;Miamis Indian Tribe;NULL
541;Western Confederacy;http://en.wikipedia.org/wiki/Western_Confederacy
542;Kingdom of the French;NULL
543;Kingdom of France (1791–92);http://en.wikipedia.org/wiki/Kingdom_of_France_(1791%E2%80%931792)
544;French First Republic;http://en.wikipedia.org/wiki/French_First_Republic
545;House of Bourbon;http://en.wikipedia.org/wiki/House_of_Bourbon
546;Ferdinand I of the Two Sicilies;http://en.wikipedia.org/wiki/Ferdinand_I_of_the_Two_Sicilies
547; Polish forces;NULL
548;New South Wales Corps;http://en.wikipedia.org/wiki/New_South_Wales_Corps
549;Darug warriors;NULL
550;Kingdom of Imereti;http://en.wikipedia.org/wiki/Kingdom_of_Imereti
551;Qajar dynasty;http://en.wikipedia.org/wiki/Qajar_dynasty
552;Ganja Khanate;http://en.wikipedia.org/wiki/Ganja_Khanate
553;Erivan Khanate;http://en.wikipedia.org/wiki/Erivan_Khanate
554;Habsburg monarchy;NULL
555;Batavian Republic;http://en.wikipedia.org/wiki/Batavian_Republic
556;Society of United Irishmen;http://en.wikipedia.org/wiki/Society_of_United_Irishmen
557;Defenders (Ireland);http://en.wikipedia.org/wiki/Defenders_(Ireland)
558;British Army;http://en.wikipedia.org/wiki/British_Army
559; United Irishmen;NULL
560;Kingdom of Ireland;http://en.wikipedia.org/wiki/Kingdom_of_Ireland
561;French Directory;http://en.wikipedia.org/wiki/French_Directory
